# assembly_accession	refseq_category	taxid	organism_name	infraspecific_name	assembly_level	seq_rel_date	ftp_path	strain_name	assembly_level_int	refseq_category_int
GCF_000195935.2	representative genome	272844	Pyrococcus abyssi GE5		Complete Genome	2003/05/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/935/GCF_000195935.2_ASM19593v1	Pyrococcus abyssi GE5	4	1
GCF_000275605.1	na	1185654	Pyrococcus furiosus COM1	COM1	Complete Genome	2012/06/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/605/GCF_000275605.1_ASM27560v1	Pyrococcus furiosus COM1	4	0
GCF_000007305.1	representative genome	186497	Pyrococcus furiosus DSM 3638	DSM 3638	Complete Genome	2002/02/27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/305/GCF_000007305.1_ASM730v1	Pyrococcus furiosus DSM 3638	4	1
GCF_000011105.1	representative genome	70601	Pyrococcus horikoshii OT3	OT3	Complete Genome	2004/05/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/105/GCF_000011105.1_ASM1110v1	Pyrococcus horikoshii OT3	4	1
GCF_001577775.1	representative genome	1609559	Pyrococcus kukulkanii	NCB100	Complete Genome	2016/02/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/577/775/GCF_001577775.1_ASM157777v1	Pyrococcus kukulkanii NCB100	4	1
GCF_000211475.1	na	342949	Pyrococcus sp. NA2	NA2	Complete Genome	2011/04/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/475/GCF_000211475.1_ASM21147v1	Pyrococcus sp. NA2	4	0
GCF_000263735.1	na	1183377	Pyrococcus sp. ST04	ST04	Complete Genome	2012/05/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/263/735/GCF_000263735.1_ASM26373v1	Pyrococcus sp. ST04	4	0
GCF_000215995.1	representative genome	529709	Pyrococcus yayanosii CH1	CH1	Complete Genome	2011/06/07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/995/GCF_000215995.1_ASM21599v1	Pyrococcus yayanosii CH1	4	1
GCF_002194565.1	na	1273541	Pyrodictium delaneyi	Hulk	Contig	2017/06/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/194/565/GCF_002194565.1_Pdsh-A1.0	Pyrodictium delaneyi Hulk	1	0
GCF_001412615.1	representative genome	1273541	Pyrodictium delaneyi	Su06	Complete Genome	2015/10/26	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/412/615/GCF_001412615.1_ASM141261v1	Pyrodictium delaneyi Su06	4	1
GCF_001462395.1	representative genome	2309	Pyrodictium occultum	PL-19	Contig	2015/12/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/462/395/GCF_001462395.1_ASM146239v1	Pyrodictium occultum PL-19	1	1
GCF_000223395.1	representative genome	694429	Pyrolobus fumarii 1A	1A	Complete Genome	2011/08/12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/395/GCF_000223395.1_ASM22339v1	Pyrolobus fumarii 1A	4	1
GCF_000403645.1	na	1333523	Salinarchaeum sp. Harcht-Bsk1	Harcht-Bsk1	Complete Genome	2013/05/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/403/645/GCF_000403645.1_ASM40364v1	Salinarchaeum sp. Harcht-Bsk1	4	0
GCF_002906575.1	na	755307	Salinigranum rubrum	GX10	Complete Genome	2018/01/30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/575/GCF_002906575.1_ASM290657v1	Salinigranum rubrum GX10	4	0
GCF_000092465.1	na	591019	Staphylothermus hellenicus DSM 12710	DSM 12710	Complete Genome	2010/06/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/465/GCF_000092465.1_ASM9246v1	Staphylothermus hellenicus DSM 12710	4	0
GCF_000015945.1	na	399550	Staphylothermus marinus F1	F1	Complete Genome	2007/02/21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/945/GCF_000015945.1_ASM1594v1	Staphylothermus marinus F1	4	0
GCF_002215565.1	na	2285	Sulfolobus acidocaldarius	DG1	Complete Genome	2017/07/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/565/GCF_002215565.1_ASM221556v1	Sulfolobus acidocaldarius DG1	4	0
GCF_000012285.1	representative genome	330779	Sulfolobus acidocaldarius DSM 639	DSM 639	Complete Genome	2005/07/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/285/GCF_000012285.1_ASM1228v1	Sulfolobus acidocaldarius DSM 639	4	1
GCF_001559955.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-01	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/955/GCF_001559955.1_GG12_C01_01	Sulfolobus acidocaldarius GG12-C01-01	1	0
GCF_001559975.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-02	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/975/GCF_001559975.1_GG12_C01_02	Sulfolobus acidocaldarius GG12-C01-02	1	0
GCF_001559965.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-03	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/965/GCF_001559965.1_GG12_C01_03	Sulfolobus acidocaldarius GG12-C01-03	1	0
GCF_001559985.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-04	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/559/985/GCF_001559985.1_GG12_C01_04	Sulfolobus acidocaldarius GG12-C01-04	1	0
GCF_001560035.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-05	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/035/GCF_001560035.1_GG12_C01_05	Sulfolobus acidocaldarius GG12-C01-05	1	0
GCF_001560045.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-07	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/045/GCF_001560045.1_GG12_C01_07	Sulfolobus acidocaldarius GG12-C01-07	1	0
GCF_001560065.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-08	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/065/GCF_001560065.1_GG12_C01_08	Sulfolobus acidocaldarius GG12-C01-08	1	0
GCF_001560085.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-10	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/085/GCF_001560085.1_GG12_C01_10	Sulfolobus acidocaldarius GG12-C01-10	1	0
GCF_001560115.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-11	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/115/GCF_001560115.1_GG12_C01_11	Sulfolobus acidocaldarius GG12-C01-11	1	0
GCF_001560125.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-12	Scaffold	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/125/GCF_001560125.1_GG12_C01_12	Sulfolobus acidocaldarius GG12-C01-12	2	0
GCF_001560135.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-13	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/135/GCF_001560135.1_GG12_C01_13	Sulfolobus acidocaldarius GG12-C01-13	1	0
GCF_001560165.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-14	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/165/GCF_001560165.1_GG12_C01_14	Sulfolobus acidocaldarius GG12-C01-14	1	0
GCF_001560195.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-15	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/195/GCF_001560195.1_GG12_C01_15	Sulfolobus acidocaldarius GG12-C01-15	1	0
GCF_001560205.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-16	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/205/GCF_001560205.1_GG12_C01_16	Sulfolobus acidocaldarius GG12-C01-16	1	0
GCF_001560215.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-17	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/215/GCF_001560215.1_GG12_C01_17	Sulfolobus acidocaldarius GG12-C01-17	1	0
GCF_001560245.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-18	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/245/GCF_001560245.1_GG12_C01_18	Sulfolobus acidocaldarius GG12-C01-18	1	0
GCF_001560275.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-20	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/275/GCF_001560275.1_GG12_C01_20	Sulfolobus acidocaldarius GG12-C01-20	1	0
GCF_001560285.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-21	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/285/GCF_001560285.1_GG12_C01_21	Sulfolobus acidocaldarius GG12-C01-21	1	0
GCF_001560305.1	na	2285	Sulfolobus acidocaldarius	GG12-C01-22	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/305/GCF_001560305.1_GG12_C01_22	Sulfolobus acidocaldarius GG12-C01-22	1	0
GCF_000340315.1	na	1028566	Sulfolobus acidocaldarius N8	N8	Complete Genome	2013/02/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/340/315/GCF_000340315.1_ASM34031v1	Sulfolobus acidocaldarius N8	4	0
GCF_001560315.1	na	2285	Sulfolobus acidocaldarius	NG05A_C04	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/315/GCF_001560315.1_NG05A_C04	Sulfolobus acidocaldarius NG05A_C04	1	0
GCF_001560355.1	na	2285	Sulfolobus acidocaldarius	NG05A_C05_01	Scaffold	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/355/GCF_001560355.1_NG05A_C05_01	Sulfolobus acidocaldarius NG05A_C05_01	2	0
GCF_001560375.1	na	2285	Sulfolobus acidocaldarius	NG05B_C03_01	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/375/GCF_001560375.1_NG05B_C03_01	Sulfolobus acidocaldarius NG05B_C03_01	1	0
GCF_001560385.1	na	2285	Sulfolobus acidocaldarius	NG05B_C06_02	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/385/GCF_001560385.1_NG05B_C06_02	Sulfolobus acidocaldarius NG05B_C06_02	1	0
GCF_001560405.1	na	2285	Sulfolobus acidocaldarius	NG05B_C06_03	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/405/GCF_001560405.1_NG05B_C06_03	Sulfolobus acidocaldarius NG05B_C06_03	1	0
GCF_001560435.1	na	2285	Sulfolobus acidocaldarius	NG05B_C06_04	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/435/GCF_001560435.1_NG05B_C06_04	Sulfolobus acidocaldarius NG05B_C06_04	1	0
GCF_001560455.1	na	2285	Sulfolobus acidocaldarius	NG05B_C06_05	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/455/GCF_001560455.1_NG05B_C06_05	Sulfolobus acidocaldarius NG05B_C06_05	1	0
GCF_001560465.1	na	2285	Sulfolobus acidocaldarius	NG05B_C06_06	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/465/GCF_001560465.1_NG05B_C06_06	Sulfolobus acidocaldarius NG05B_C06_06	1	0
GCF_001560485.1	na	2285	Sulfolobus acidocaldarius	NG05B_C06_07	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/485/GCF_001560485.1_NG05B_C06_07	Sulfolobus acidocaldarius NG05B_C06_07	1	0
GCF_001560515.1	na	2285	Sulfolobus acidocaldarius	NG05B_C06_11	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/515/GCF_001560515.1_NG05B_C06_11	Sulfolobus acidocaldarius NG05B_C06_11	1	0
GCF_001560525.1	na	2285	Sulfolobus acidocaldarius	NG05B_C06_12	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/525/GCF_001560525.1_NG05B_C06_12	Sulfolobus acidocaldarius NG05B_C06_12	1	0
GCF_001560555.1	na	2285	Sulfolobus acidocaldarius	NG05B_C06_13	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/555/GCF_001560555.1_NG05B_C06_13	Sulfolobus acidocaldarius NG05B_C06_13	1	0
GCF_001560565.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_01	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/565/GCF_001560565.1_NG05B_CO5_01	Sulfolobus acidocaldarius NG05B_CO5_01	1	0
GCF_001560595.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_02	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/595/GCF_001560595.1_NG05B_CO5_02	Sulfolobus acidocaldarius NG05B_CO5_02	1	0
GCF_001560605.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_03	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/605/GCF_001560605.1_NG05B_CO5_03	Sulfolobus acidocaldarius NG05B_CO5_03	1	0
GCF_001560635.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_04	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/635/GCF_001560635.1_NG05B_CO5_04	Sulfolobus acidocaldarius NG05B_CO5_04	1	0
GCF_001560645.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_05	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/645/GCF_001560645.1_NG05B_CO5_05	Sulfolobus acidocaldarius NG05B_CO5_05	1	0
GCF_001560675.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_06	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/675/GCF_001560675.1_NG05B_CO5_06	Sulfolobus acidocaldarius NG05B_CO5_06	1	0
GCF_001481635.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_07	Chromosome	2015/12/23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/481/635/GCF_001481635.1_ASM148163v1	Sulfolobus acidocaldarius NG05B_CO5_07	3	0
GCF_001560685.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_08	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/685/GCF_001560685.1_NG05B_CO5_08	Sulfolobus acidocaldarius NG05B_CO5_08	1	0
GCF_001560715.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_09	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/715/GCF_001560715.1_NG05B_CO5_09	Sulfolobus acidocaldarius NG05B_CO5_09	1	0
GCF_001560725.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_10	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/725/GCF_001560725.1_NG05B_CO5_10	Sulfolobus acidocaldarius NG05B_CO5_10	1	0
GCF_001560755.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_11	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/755/GCF_001560755.1_NG05B_CO5_11	Sulfolobus acidocaldarius NG05B_CO5_11	1	0
GCF_001560765.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_12	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/765/GCF_001560765.1_NG05B_CO5_12	Sulfolobus acidocaldarius NG05B_CO5_12	1	0
GCF_001560795.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_13	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/795/GCF_001560795.1_NG05B_CO5_13	Sulfolobus acidocaldarius NG05B_CO5_13	1	0
GCF_001560815.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_14	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/815/GCF_001560815.1_NG05B_CO5_14	Sulfolobus acidocaldarius NG05B_CO5_14	1	0
GCF_001560835.1	na	2285	Sulfolobus acidocaldarius	NG05B_CO5_15	Contig	2016/02/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/560/835/GCF_001560835.1_NG05B_CO5_15	Sulfolobus acidocaldarius NG05B_CO5_15	1	0
GCF_000338775.1	na	1028567	Sulfolobus acidocaldarius Ron12/I	Ron12/I	Complete Genome	2013/02/08	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/338/775/GCF_000338775.1_ASM33877v1	Sulfolobus acidocaldarius Ron12/I	4	0
GCF_002215525.1	na	2285	Sulfolobus acidocaldarius	Y14 13-1	Complete Genome	2017/07/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/525/GCF_002215525.1_ASM221552v1	Sulfolobus acidocaldarius Y14 13-1	4	0
GCF_002215485.1	na	2285	Sulfolobus acidocaldarius	Y14 16-22	Complete Genome	2017/07/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/485/GCF_002215485.1_ASM221548v1	Sulfolobus acidocaldarius Y14 16-22	4	0
GCF_002215405.1	na	2285	Sulfolobus acidocaldarius	Y14 18-5	Complete Genome	2017/07/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/405/GCF_002215405.1_ASM221540v1	Sulfolobus acidocaldarius Y14 18-5	4	0
GCF_002215445.1	na	2285	Sulfolobus acidocaldarius	Y14 20-20	Complete Genome	2017/07/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/445/GCF_002215445.1_ASM221544v1	Sulfolobus acidocaldarius Y14 20-20	4	0
GCF_000024305.1	na	425944	Sulfolobus islandicus L.D.8.5	L.D.8.5	Chromosome	2010/01/22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/305/GCF_000024305.1_ASM2430v1	Sulfolobus islandicus L.D.8.5	3	0
GCF_000022385.1	representative genome	429572	Sulfolobus islandicus L.S.2.15	L.S.2.15	Complete Genome	2009/04/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/385/GCF_000022385.1_ASM2238v1	Sulfolobus islandicus L.S.2.15	4	1
GCF_000364745.1	na	1241935	Sulfolobus islandicus LAL14/1	LAL14/1	Complete Genome	2013/04/15	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/745/GCF_000364745.1_ASM36474v1	Sulfolobus islandicus LAL14/1	4	0
GCF_000022405.1	na	427317	Sulfolobus islandicus M.14.25	M.14.25	Complete Genome	2009/04/24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/405/GCF_000022405.1_ASM2240v1	Sulfolobus islandicus M.14.25	4	0
GCF_000245115.1	na	1132498	Sulfolobus islandicus M.16.12	M.16.12	Contig	2012/01/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/115/GCF_000245115.1_ASM24511v2	Sulfolobus islandicus M.16.12	1	0
GCF_000245135.1	na	1132499	Sulfolobus islandicus M.16.13	M.16.13	Contig	2012/01/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/135/GCF_000245135.1_ASM24513v2	Sulfolobus islandicus M.16.13	1	0
GCF_000245095.1	na	1132497	Sulfolobus islandicus M.16.2	M.16.2	Chromosome	2012/01/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/095/GCF_000245095.1_ASM24509v2	Sulfolobus islandicus M.16.2	3	0
GCF_000245155.1	na	1132500	Sulfolobus islandicus M.16.22	M.16.22	Contig	2012/01/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/155/GCF_000245155.1_ASM24515v2	Sulfolobus islandicus M.16.22	1	0
GCF_000245175.1	na	1132501	Sulfolobus islandicus M.16.23	M.16.23	Chromosome	2012/01/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/175/GCF_000245175.1_ASM24517v2	Sulfolobus islandicus M.16.23	3	0
GCF_000022425.1	na	427318	Sulfolobus islandicus M.16.27	M.16.27	Complete Genome	2009/04/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/425/GCF_000022425.1_ASM2242v1	Sulfolobus islandicus M.16.27	4	0
GCF_000245195.1	na	1132502	Sulfolobus islandicus M.16.30	M.16.30	Contig	2012/01/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/195/GCF_000245195.1_ASM24519v2	Sulfolobus islandicus M.16.30	1	0
GCF_000245215.1	na	1132503	Sulfolobus islandicus M.16.40	M.16.40	Chromosome	2012/01/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/215/GCF_000245215.1_ASM24521v2	Sulfolobus islandicus M.16.40	3	0
GCF_000245235.1	na	1132504	Sulfolobus islandicus M.16.43	M.16.43	Chromosome	2012/01/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/235/GCF_000245235.1_ASM24523v2	Sulfolobus islandicus M.16.43	3	0
GCF_000245255.1	na	1132505	Sulfolobus islandicus M.16.46	M.16.46	Contig	2012/01/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/255/GCF_000245255.1_ASM24525v2	Sulfolobus islandicus M.16.46	1	0
GCF_000245275.1	na	1132506	Sulfolobus islandicus M.16.47	M.16.47	Chromosome	2012/01/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/275/GCF_000245275.1_ASM24527v2	Sulfolobus islandicus M.16.47	3	0
GCF_000189555.1	na	930945	Sulfolobus islandicus REY15A	REY15A	Complete Genome	2011/02/16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/555/GCF_000189555.1_ASM18955v1	Sulfolobus islandicus REY15A	4	0
GCF_000022465.1	na	439386	Sulfolobus islandicus Y.G.57.14	Y.G.57.14	Complete Genome	2009/04/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/465/GCF_000022465.1_ASM2246v1	Sulfolobus islandicus Y.G.57.14	4	0
GCF_000022485.1	na	419942	Sulfolobus islandicus Y.N.15.51	Y.N.15.51	Complete Genome	2009/04/29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/485/GCF_000022485.1_ASM2248v1	Sulfolobus islandicus Y.N.15.51	4	0
GCF_001316045.1	representative genome	523847	Sulfolobus metallicus DSM 6482 = JCM 9184	JCM 9184	Contig	2015/10/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/316/045/GCF_001316045.1_ASM131604v1	Sulfolobus metallicus DSM 6482 = JCM 9184	1	1
GCF_000024745.1	na	555311	Sulfolobus solfataricus 98/2	98/2	Complete Genome	2009/10/20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/745/GCF_000024745.1_ASM2474v1	Sulfolobus solfataricus 98/2	4	0
GCF_000968395.1	na	2287	Sulfolobus solfataricus	98/2 SULC	Complete Genome	2015/04/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/395/GCF_000968395.1_ASM96839v1	Sulfolobus solfataricus 98/2 SULC	4	0
GCF_900079115.1	representative genome	2287	Sulfolobus solfataricus	P1	Complete Genome	2016/04/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/079/115/GCF_900079115.1_SSOP1	Sulfolobus solfataricus P1	4	1
GCF_000007005.1	na	273057	Sulfolobus solfataricus P2	P2	Complete Genome	2002/11/25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/005/GCF_000007005.1_ASM700v1	Sulfolobus solfataricus P2	4	0
GCF_000968435.1	na	2287	Sulfolobus solfataricus	SULA	Complete Genome	2015/04/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/435/GCF_000968435.1_ASM96843v1	Sulfolobus solfataricus SULA	4	0
GCF_000968355.1	na	2287	Sulfolobus solfataricus	SULB	Complete Genome	2015/04/02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/355/GCF_000968355.1_ASM96835v1	Sulfolobus solfataricus SULB	4	0
GCF_001719125.1	na	1891280	Sulfolobus sp. A20	A20	Complete Genome	2016/09/06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/719/125/GCF_001719125.1_ASM171912v1	Sulfolobus sp. A20	4	0
GCF_001316085.1	na	1294262	Sulfolobus sp. JCM 16833	JCM 16833	Contig	2015/10/01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/316/085/GCF_001316085.1_ASM131608v1	Sulfolobus sp. JCM 16833	1	0
GCF_000011205.1	representative genome	273063	Sulfolobus tokodaii str. 7	7	Complete Genome	2004/05/11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/205/GCF_000011205.1_ASM1120v1	Sulfolobus tokodaii 7	4	1
GCF_000723185.1	representative genome	1407055	Thaumarchaeota archaeon N4	N4	Contig	2013/12/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/185/GCF_000723185.1_APF_1883_PRJEB4650	Thaumarchaeota archaeon N4	1	1
GCF_001433455.1	na	55802	Thermococcus barophilus	CH5	Complete Genome	2015/11/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/455/GCF_001433455.1_ASM143345v1	Thermococcus barophilus CH5	4	0
GCF_000151105.2	representative genome	391623	Thermococcus barophilus MP	MP	Complete Genome	2010/12/17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/105/GCF_000151105.2_ASM15110v2	Thermococcus barophilus MP	4	1
GCF_002214465.1	representative genome	54077	Thermococcus barossii	SHCK-94	Complete Genome	2017/07/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/465/GCF_002214465.1_ASM221446v1	Thermococcus barossii SHCK-94	4	1
GCF_002214365.1	representative genome	2264	Thermococcus celer	Vu 13	Complete Genome	2017/07/05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/365/GCF_002214365.1_ASM221436v1	Thermococcus celer Vu 13	4	1
GCF_001484195.1	representative genome	227598	Thermococcus celericrescens	DSM 17994	Contig	2016/01/04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/195/GCF_001484195.1_ASM148419v1	Thermococcus celericrescens DSM 17994	1	1
